2025-08-04 17:53:54 | INFO | root: ==> [Pipeline] Stage-1: Inference
2025-08-04 17:54:36 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:36 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:36 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.440244 seconds
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.472556 seconds
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.499445 seconds
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.413877 seconds
2025-08-04 17:54:36 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:36 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.407374 seconds
2025-08-04 17:54:36 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.382795 seconds
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.377408 seconds
2025-08-04 17:54:36 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:36 | INFO | openai._base_client: Retrying request to /chat/completions in 0.418073 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.781832 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.834483 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.942928 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.751583 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.915631 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.934033 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.993326 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.857150 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.898025 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.931601 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.803930 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.859141 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.862858 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.801188 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.887899 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:37 | INFO | openai._base_client: Retrying request to /chat/completions in 0.912042 seconds
2025-08-04 17:54:37 | INFO | httpx: HTTP Request: POST http://0.0.0.0:7002/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-08-04 17:54:38 | INFO | Openeval.infer.run_infer: Shutting down vLLM subprocess group …
2025-08-04 17:54:38 | WARNING | Openeval.infer.run_infer: vLLM did not exit in 10 s — killing
2025-08-04 17:54:38 | INFO | Openeval.infer.run_infer: vLLM subprocess exited
